;Action;Name;Features;Service;Source;VR Instance;Destination;User;Schedule;QoS;IPS Policy;Usage
251;Pass Client;Allow-lync-consinto-com-to-Internet-DNS;;Ref: DNS UDP  53;Ref: h-194.145.239.124-lync-sip-EXTERN , Ref: h-194.145.239.125-lync-webconf-EXTERN , Ref: h-194.145.239.126-lync-av-EXTERN 194.145.239.124, 194.145.239.125, 194.145.239.126;Source: default Destination: default;World 0.0.0.0/0;Any ;Always ;No-Shaping ;Default ;
252;Pass Client;Allow-lync-sip-consinto-com-to-Internet;;Ref: Port-5061 , TCP  5269 XMPP TCP  5061, TCP  5269;h-194.145.239.124-lync-sip-EXTERN 194.145.239.124;Source: default Destination: default;Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Any ;Always ;No-Shaping ;Default ;
253;Pass Client;Allow-lync-webconf-consinto-com-to-DMZ;;Ref: Lync-Ports TCP  443, TCP  444, TCP  50000-59999, TCP  5061, TCP  5269, TCP  53, TCP  80, UDP  3478, UDP  50000-59999, UDP  53;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.125-lync-webconf-EXTERN 194.145.239.125;Any ;Always ;No-Shaping ;Default ;
254;Pass Client;Allow-lync-av-consinto-com-to-DMZ;;Ref: Lync-Ports TCP  443, TCP  444, TCP  50000-59999, TCP  5061, TCP  5269, TCP  53, TCP  80, UDP  3478, UDP  50000-59999, UDP  53;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.126-lync-av-EXTERN 194.145.239.126;Any ;Always ;No-Shaping ;Default ;
255;Pass Client;Allow-Internet-to-ils-cluster-consinto-com-dbsilsn;;Ref: FTP , Ref: SSH , Ref: HTTP , Ref: HTTPS , Ref: Port-8080 TCP  21, TCP  22, TCP  443, TCP  80, TCP  8080;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.44-tha-as000756 194.145.239.44;Any ;Always ;No-Shaping ;Default ;
256;Pass Client;Allow-world-to-PortalTriuva;;Ref: HTTP+S TCP  443, TCP  80;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.34-Portal.Triuva.com 194.145.239.34;Any ;Always ;No-Shaping ;Default ;
257;Pass Client;Allow-world-to-netscaler-IVG;;Ref: HTTP+S TCP  443, TCP  80;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;194.145.239.21 ;Any ;Always ;No-Shaping ;Default ;
258;Pass Client;Allow-DMZ-cloud-to-IVG;;Ref: HTTP , Ref: Port-2598 , Ref: Port-1494 , Ref: LDAP , TCP  27000 TCP-27000 , TCP  7279 TCP-7279 TCP  1494, TCP  2598, TCP  27000, TCP  389, TCP  7279, TCP  80, UDP  389;194.145.239.5 ;Source: default Destination: default;Ref: net-10-113-18-0_IVG_Server_Netz 10.113.18.0/24;Any ;Always ;No-Shaping ;Default ;
259;Pass Client;Allow-to-Magnolia-Te-to-SinnLeffers-Citrix;;TCP  5044 TCP-5044 , TCP  8200 TCP-8200 , TCP  9200 TCP-9200 TCP  5044, TCP  8200, TCP  9200;Ref: h-172.16.250.236-slwebnue01 , Ref: h-172.16.250.235-slwebnue02 172.16.250.235, 172.16.250.236;Source: default Destination: default;Ref: h-10.113.40.86-SINPAPP09 , Ref: h-10.113.40.63-slnpvdaadmin01.sinnleffersad.de , 10.113.40.97 10.113.40.63, 10.113.40.86, 10.113.40.97;Any ;Always ;No-Shaping ;Default ;
260;Pass Client;Allow-SinnLeffers-Citrix-to-Magnolia-Test-Web;;Ref: HTTP+S , Ref: SSH , Ref: ICMP , TCP  10000 ECHO , TCP  10000, TCP  22, TCP  443, TCP  80;Ref: h-10.113.40.63-slnpvdaadmin01.sinnleffersad.de , Ref: h-10.113.40.86-SINPAPP09 , 10.113.40.97 10.113.40.63, 10.113.40.86, 10.113.40.97;Source: default Destination: default;Ref: h-172.16.250.235-slwebnue02 , Ref: h-172.16.250.236-slwebnue01 172.16.250.235, 172.16.250.236;Any ;Always ;No-Shaping ;Default ;
261;Pass Client;Allow-monitoring-SinnLeffers-Webservers;;Ref: HTTP+S , Ref: SSH , Ref: ICMP , TCP  5666 ECHO , TCP  22, TCP  443, TCP  5666, TCP  80;Ref: h-10.113.40.201-SinnLeffers-Nagios , 10.113.40.97 10.113.40.201, 10.113.40.97;Source: default Destination: default;Ref: h-172.16.250.236-slwebnue01 , Ref: h-172.16.250.235-slwebnue02 172.16.250.235, 172.16.250.236;Any ;Always ;No-Shaping ;Default ;
262;Pass Client;Allow-monitoring-to-DMZ;;Ref: ICMP , Ref: snmp , Ref: SSH , TCP  5666 , TCP  6556 , TCP  12489 ECHO , TCP  12489, TCP  22, TCP  5666, TCP  6556, UDP  161;Ref: h-10.1.1.17_testnagios1 , Ref: h-10.1.1.7-tha-as000305 , Ref: h-10.1.1.9-con-nagiosmaster 10.1.1.17, 10.1.1.7, 10.1.1.9;Source: default Destination: default;Ref: net-172-16-250-DMZ-F5 172.16.250.0/24;Any ;Always ;No-Shaping ;Default ;
263;Pass Client;Allow-world-to-asnue30;;Ref: HTTP+S TCP  443, TCP  80;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.72-asnue30 194.145.239.72;Any ;Always ;No-Shaping ;Default ;
264;Pass Original Source IP;Allow-intranet-to-asnue30;;Ref: RDP , TCP  1352 TCP  1352, TCP  3389;Ref: g-Consinto-Clients-Nets 10.9.11.0/24, 10.9.12.0/24, 10.9.13.0/24, 10.9.15.0/24, 10.9.16.0/24, 10.9.17.0/24, 10.9.18.0/24, 10.9.19.0/24, 10.9.20.0/24, 10.9.22.0/24, 10.9.23.0/24;Source: default Destination: default;Ref: h-194.145.239.72-asnue30 194.145.239.72;Any ;Always ;No-Shaping ;Default ;
265;Pass Client;Allow-asnue30-to-intranet-server;;Ref: LDAP , Ref: LDAP-SSL , TCP  8530 , TCP  1352 TCP  1352, TCP  389, TCP  636, TCP  8530, UDP  389;Ref: h-194.145.239.72-asnue30 194.145.239.72;Source: default Destination: default;Ref: h-10.9.0.10-consinto-DCNUE01 , Ref: h-10.9.0.16-consinto-DCNUE02 , Ref: h-10.9.0.13-consinto-ASNUE02 , Ref: h-10.9.0.47-consinto-ASNUE16 10.9.0.10, 10.9.0.13, 10.9.0.16, 10.9.0.47;Any ;Always ;No-Shaping ;Default ;
266;Pass Client;Allow-IVG-SOCKS-Proxy-to-Internet;;Ref: FTP , Ref: SSH , Ref: HTTP , Ref: HTTPS , TCP  1025-65535 , UDP  48129-48137 TCP  1025-65535, TCP  21, TCP  22, TCP  443, TCP  80, UDP  48129-48137;Ref: h-194.145.239.81-IVGSPXNUR01 194.145.239.81;Source: default Destination: default;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Any ;Always ;No-Shaping ;Default ;
267;Pass Client;Allow-lync-sip-brightOne-to-DMZ;;Ref: Lync-Ports TCP  443, TCP  444, TCP  50000-59999, TCP  5061, TCP  5269, TCP  53, TCP  80, UDP  3478, UDP  50000-59999, UDP  53;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.92-lync-sip-ext-brightOne 194.145.239.92;Any ;Always ;No-Shaping ;Default ;
268;Pass Client;Allow-lync-brightOne-to-Internet-DNS;;Ref: DNS UDP  53;Ref: h-194.145.239.92-lync-sip-ext-brightOne , Ref: h-194.145.239.93-lync-av-ext-brightOne , Ref: h-194.145.239.94-lync-webconf-ext-brightOne 194.145.239.92, 194.145.239.93, 194.145.239.94;Source: default Destination: default;World 0.0.0.0/0;Any ;Always ;No-Shaping ;Default ;
269;Pass Client;Allow-lync-sip-brightOne-to-Internet;;Port-5061 TCP  5061;Ref: h-194.145.239.92-lync-sip-ext-brightOne 194.145.239.92;Source: default Destination: default;Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Any ;Always ;No-Shaping ;Default ;
270;Pass Client;Allow-lync-webconf-brightOne-to-DMZ;;Ref: Lync-Ports TCP  443, TCP  444, TCP  50000-59999, TCP  5061, TCP  5269, TCP  53, TCP  80, UDP  3478, UDP  50000-59999, UDP  53;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.94-lync-webconf-ext-brightOne 194.145.239.94;Any ;Always ;No-Shaping ;Default ;
271;Pass Client;Allow-lync-av-brightOne-to-DMZ;;Ref: Lync-Ports TCP  443, TCP  444, TCP  50000-59999, TCP  5061, TCP  5269, TCP  53, TCP  80, UDP  3478, UDP  50000-59999, UDP  53;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.93-lync-av-ext-brightOne 194.145.239.93;Any ;Always ;No-Shaping ;Default ;
272;Pass Client;Allow-lync-discover-brightOne-to-DMZ;;Ref: HTTP+S TCP  443, TCP  80;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.95-lyncdiscover.brightone.eu-LB 194.145.239.95;Any ;Always ;No-Shaping ;Default ;
273;Pass Client;Allow-Loadbancer-toBLK-S4Q-FRA;;Ref: Port-44300 TCP  44300;Ref: g-Consinto-Loadbalancer 194.145.239.100, 194.145.239.101, 194.145.239.102;Source: default Destination: default;Ref: h-10.118.15.57-blkfss4q 10.118.15.57;Any ;Always ;No-Shaping ;Default ;
274;Pass Client;Allow-Loadbancer-to-consapddt;;TCP  8000 , TCP  1443;Ref: g-Consinto-Loadbalancer 194.145.239.100, 194.145.239.101, 194.145.239.102;Source: default Destination: default;Ref: h-10.9.1.61-consapddt 10.9.1.61;Any ;Always ;No-Shaping ;Default ;
275;Pass Client;Allow-Skype4Business-LB-to-Balcke-Duerr-Server;;TCP  4443;Ref: g-Consinto-Loadbalancer 194.145.239.100, 194.145.239.101, 194.145.239.102;Source: default Destination: default;Ref: h-10.113.39.13-BLKS4BNUE01 10.113.39.13;Any ;Always ;No-Shaping ;Default ;
276;Pass Client;Allow-lync-LB-to-brightOne-Server;;TCP  4443 , TCP  8080;Ref: g-Consinto-Loadbalancer 194.145.239.100, 194.145.239.101, 194.145.239.102;Source: default Destination: default;Ref: h-10.113.19.31-brolynue11 , Ref: h-10.113.19.32-brolynue12 10.113.19.31, 10.113.19.32;Any ;Always ;No-Shaping ;Default ;
277;Pass Client;Allow-World-to-lync-skype-DG-BS;;TCP  444 , TCP  5061 , UDP  3478 , Ref: HTTPS TCP  443, TCP  444, TCP  5061, UDP  3478;Ref: World 0.0.0.0/0;Source: default Destination: default;194.145.239.11 ;Any ;Always ;No-Shaping ;Default ;
278;Pass Client;Allow-lync-Skype-DG-BS-to-World;;Ref: DNS , UDP  3478 , Ref: DNS-TCP , Ref: HTTP+S , TCP  50000-59999 , UDP  5061 TCP  443, TCP  50000-59999, TCP  53, TCP  80, UDP  3478, UDP  5061, UDP  53;194.145.239.11 ;Source: default Destination: default;Ref: World 0.0.0.0/0;Any ;Always ;No-Shaping ;Default ;
279;Pass Client;Allow-World-to-lyncdiscover-skype-DG-BS;;Ref: HTTP+S TCP  443, TCP  80;Ref: World 0.0.0.0/0;Source: default Destination: default;Ref: h-194.145.239.4--lyncdiscover.datagroup-bs.de 194.145.239.4;Any ;Always ;No-Shaping ;Default ;
280;Pass Client;Allow-LB-to-intern-Lyncdiscover-Skype-DG-BS;;TCP  8080 , TCP  4443;Ref: g-Consinto-Loadbalancer 194.145.239.100, 194.145.239.101, 194.145.239.102;Source: default Destination: default;Ref: h-10.9.255.112-dgbslynue01.datagroup-bs.de 10.9.255.112;Any ;Always ;No-Shaping ;Default ;
281;Pass Client;Allow-internet-to-owa-brightone-eu;;Ref: HTTPS TCP  443;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.91-owa.brightone.eu 194.145.239.91;Any ;Always ;No-Shaping ;Default ;
282;Pass Client;Allow-Internet-to-LB-fuer-broownue01;;Ref: HTTPS TCP  443;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.96-LB-fuer-broownue01 194.145.239.96;Any ;Always ;No-Shaping ;Default ;
283;Pass Client;Allow-Internet-to-OWA-Fidelis-LB;;Ref: HTTP+S TCP  443, TCP  80;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.32-OWA-Fidelis-LB 194.145.239.32;Any ;Always ;No-Shaping ;Default ;
284;Pass Client;Allow-SAP-Router-to-NORSAPKBO;;Ref: Port-8080 , Ref: HTTPS TCP  443, TCP  8080;194.145.239.3 ;Source: default Destination: default;Ref: h-10.113.17.182-norsapkbo 10.113.17.182;Any ;Always ;No-Shaping ;Default ;
285;Pass Client;Allow-SAP-Router-to-NORSAPHBX;;TCP  3217 , TCP  3317 , TCP  8017;194.145.239.3 ;Source: default Destination: default;Ref: h-10.113.17.195-NORSAPHBX 10.113.17.195;Any ;Always ;No-Shaping ;Default ;
286;Pass Client;Allow-SAP-Router-to-NORSAPHBJ;;TCP  51700;194.145.239.3 ;Source: default Destination: default;Ref: h-10.113.17.196-NORSAPHBJ 10.113.17.196;Any ;Always ;No-Shaping ;Default ;
287;Pass Client;Allow-SAP-Router-auf-norsappbx-TEMP;;Ref: SSH TCP  22;194.145.239.3 ;Source: default Destination: default;10.113.17.168 ;Any ;Always ;No-Shaping ;Default ;
288;Pass Client;Allow-LB-to-DC-nordex-incl-Hamburg;;Ref: LDAP , Ref: Port-88 , UDP  88 , TCP  464 , UDP  464 TCP  389, TCP  464, TCP  88, UDP  389, UDP  464, UDP  88;Ref: g-Consinto-Loadbalancer 194.145.239.100, 194.145.239.101, 194.145.239.102;Source: default Destination: default;Ref: h-10.113.17.10-nordnsnue01 , Ref: net-10.100.10.0-Nordex-Hamburg , Ref: h-10.199.2.1-TRADC01v.nordex-ag.com , Ref: h-10.199.2.2-TRADC02v.nordex-ag.com 10.100.10.0/24, 10.113.17.10, 10.199.2.1, 10.199.2.2;Any ;Always ;No-Shaping ;Default ;
289;Pass Explicit IP 10.9.15.1;Allow-LB-to-DC-DG-KIT-fuer-DES;;Ref: LDAP , Ref: Port-88 , UDP  88 , TCP  464 , UDP  464 TCP  389, TCP  464, TCP  88, UDP  389, UDP  464, UDP  88;Ref: g-Consinto-Loadbalancer 194.145.239.100, 194.145.239.101, 194.145.239.102;Source: default Destination: default;Ref: g-DG-KIT-DC 10.255.0.109, 10.255.0.112, 10.255.0.250, 10.255.0.67;Any ;Always ;No-Shaping ;Default ;
290;Pass Client;Allow-SAP-Router-to-Nordex-SAP;;TCP  51700-51701 , TCP  51800-51801 , TCP  51900-51901;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.17.169-norsappbj , Ref: h-10.113.17.173-norsapkbj , Ref: h-10.113.17.174-norsapdbj 10.113.17.169, 10.113.17.173, 10.113.17.174;Any ;Always ;No-Shaping ;Default ;
291;Pass Client;allow-SAP-Router-to-Nordex-SAP-2;;TCP  8001 , TCP  50001 , TCP  50004 , TCP  8101;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.17.185-norsapesx , Ref: h-10.113.17.188-norsapepx , Ref: h-10.113.17.189-norsapkpx , Ref: h-10.113.17.190-norsapppx , Ref: h-10.113.17.187-norsappsx.nordex.corz , Ref: h-10.113.17.186-norsapksx.nordex.corz 10.113.17.185, 10.113.17.186, 10.113.17.187, 10.113.17.188, 10.113.17.189, 10.113.17.190;Any ;Always ;No-Shaping ;Default ;
292;Pass Client;allow-SAP-Router-to-Nordex-SAP-3;;TCP  9000;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.17.185-norsapesx , Ref: h-10.113.17.187-norsappsx.nordex.corz , Ref: h-10.113.17.186-norsapksx.nordex.corz 10.113.17.185, 10.113.17.186, 10.113.17.187;Any ;Always ;No-Shaping ;Default ;
293;Pass Client;allow-SAP-Router-to-Nordex-SAP-4;;TCP  8017-8019;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.17.167-norsapkbx.nordex.corz , Ref: h-10.113.17.168-norsappbx.nordex.corz , Ref: h-10.113.17.166-norsapdb.nordex.corz 10.113.17.166, 10.113.17.167, 10.113.17.168;Any ;Always ;No-Shaping ;Default ;
294;Pass Client;allow-SAP-Router-to-Nordex-SAP-5;;Ref: Port-8101 TCP  8101;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.17.189-norsapkpx 10.113.17.189;Any ;Always ;No-Shaping ;Default ;
295;Pass Client;allow-SAP-Router-to-Nordex-SAP-6;;Ref: sapgw , Ref: sapdp , Ref: Port-8000 TCP  3200-3299, TCP  3300-3399, TCP  8000;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.17.198-norsapynx , Ref: h-10.113.17.200-norsapznx 10.113.17.198, 10.113.17.200;Any ;Always ;No-Shaping ;Default ;
296;Pass Client;allow-SAP-Router-to-Nordex-SAP-Hana;;TCP  3200 , TCP  8000 , TCP  44300 , TCP  3415 , Ref: ICMP ECHO , TCP  3200, TCP  3415, TCP  44300, TCP  8000;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.118.17.253-r0000041 , Ref: h-10.118.17.254-d0000041 , Ref: net-10.118.17.0-24-Nordex-SAP-HANA 10.118.17.0/24, 10.118.17.253, 10.118.17.254;Any ;Always ;No-Shaping ;Default ;
297;Pass Client;allow-to-Nordex-SAP-Hana-to-SAP-Router;;TCP  3299 , Ref: ICMP ECHO , TCP  3299;Ref: h-10.118.17.253-r0000041 , Ref: h-10.118.17.254-d0000041 , Ref: net-10.118.17.0-24-Nordex-SAP-HANA 10.118.17.0/24, 10.118.17.253, 10.118.17.254;Source: default Destination: default;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Any ;Always ;No-Shaping ;Default ;
298;Pass Client;allow-SAP-Router-to-PUMSAPP02-Copy1;;TCP  3221 , TCP  3321 , TCP  8021 , TCP  8521;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.27.176-pumsapk03 10.113.27.176;Any ;Always ;No-Shaping ;Default ;
299;Pass Client;allow-SAP-Router-to-PUMSAPP02;;TCP  8012;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.27.165-pumsapp02 10.113.27.165;Any ;Always ;No-Shaping ;Default ;
300;Pass Original Source IP;allow-SAP-Router-to-MezCraft-SAP-System;;Ref: SSH TCP  22;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.32.167-mecsapaaq.sap.mezcrafts.com , Ref: h-10.113.32.168-mecsapaec.sap.mezcrafts.com 10.113.32.167, 10.113.32.168;Any ;Always ;No-Shaping ;Default ;
301;Pass Original Source IP;allow-SAP-Router-to-MezCraft-SAP-System-mecsapae;;Ref: Port-8060 TCP  8060;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.32.168-mecsapaec.sap.mezcrafts.com 10.113.32.168;Any ;Always ;No-Shaping ;Default ;
302;Pass Original Source IP;allow-SAP-Router-to-Kosmos-SAP-System-kossapt01;;Ref: Port-3301 , Ref: Port-8001 , Ref: Port-3301 , Ref: Port-3602 TCP  3301, TCP  3602, TCP  8001;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.34.160-kossapt01.kosmos.net 10.113.34.160;Any ;Always ;No-Shaping ;Default ;
303;Pass Original Source IP;allow-SAP-Router-to-Kosmos-SAP-System-kossapq01;;Ref: Port-3202 , Ref: Port-3302 , Ref: Port-3603 , Ref: Port-8002 TCP  3202, TCP  3302, TCP  3603, TCP  8002;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.34.161-kossapq01.kosmos.net 10.113.34.161;Any ;Always ;No-Shaping ;Default ;
304;Pass Original Source IP;allow-SAP-Router-to-Kosmos-SAP-System-kossapp01;;Ref: Port-3200-sapdp00 , Ref: Port-3300-sapdp100 , Ref: Port-3601 , Ref: Port-8000 TCP  3200, TCP  3300, TCP  3601, TCP  8000;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.34.162-kossapp01.kosmos.net 10.113.34.162;Any ;Always ;No-Shaping ;Default ;
305;Pass Client;Allow-LB-to-PUM-SAP;;TCP  8017 , TCP  8018 , TCP  8100 , TCP  8000 , TCP  9000 , TCP  8003 , Ref: ICMP ECHO , TCP  8000, TCP  8003, TCP  8017, TCP  8018, TCP  8100, TCP  9000;Ref: g-Consinto-Loadbalancer 194.145.239.100, 194.145.239.101, 194.145.239.102;Source: default Destination: default;Ref: h-10.113.27.160-pumsape01 , Ref: h-10.113.27.162-pumsapp01 , 10.111.22.14 10.111.22.14, 10.113.27.160, 10.113.27.162;Any ;Always ;No-Shaping ;Default ;
306;Pass Client;Allow-LB-to-Nordex-SAP;;TCP  8017 , TCP  8018 , TCP  8100 , TCP  8000 , TCP  9000;Ref: g-Consinto-Loadbalancer 194.145.239.100, 194.145.239.101, 194.145.239.102;Source: default Destination: default;Ref: h-10.113.17.167-norsapkbx.nordex.corz , Ref: h-10.113.17.168-norsappbx.nordex.corz , Ref: h-10.113.17.186-norsapksx.nordex.corz , Ref: h-10.113.17.187-norsappsx.nordex.corz 10.113.17.167, 10.113.17.168, 10.113.17.186, 10.113.17.187;Any ;Always ;No-Shaping ;Default ;
307;Pass Client;Allow-world-to-Nordex-online;;Ref: HTTPS TCP  443;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.47-kbx.sap.nordex-online.com , Ref: h-194.145.239.48-pbx.sap.nordex-online.com , Ref: h-194.145.239.49-ksx.sap.nordex-online.com , Ref: h-194.145.239.50-psx.sap.nordex-online.com 194.145.239.47, 194.145.239.48, 194.145.239.49, 194.145.239.50;Any ;Always ;No-Shaping ;Default ;
308;Pass Client;Allow-Internet-to-Z1-Gateway-LB;;Ref: SMTP , TCP  587 , TCP  465 TCP  25, TCP  465, TCP  587;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.63-consinto-mail3 194.145.239.63;Any ;Always ;No-Shaping ;Default ;
309;Pass Proxydyn;Allow-Z1-Gateway-to-Internet;;Ref: HTTP+S , Ref: Port-8080 TCP  443, TCP  80, TCP  8080;172.16.250.63 ;Source: default Destination: default;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Any ;Always ;No-Shaping ;Default ;
310;Pass Client;Allow-Fidelis-Server-Netz-to-Z1;;Ref: SMTP , Ref: HTTPS TCP  25, TCP  443;Ref: net-10-113-22-0-fidelis-server-netz 10.113.22.0/24;Source: default Destination: default;172.16.250.63 , 172.16.250.64;Any ;Always ;No-Shaping ;Default ;
311;Pass Client;Allow-storefront-to-Netscaler-Demo;;Ref: HTTP+S TCP  443, TCP  80;10.9.254.160 ;Source: default Destination: default;194.145.239.23 ;Any ;Always ;No-Shaping ;Default ;
312;Pass Client;Allow-world-to-Netscaler-Demo;;Ref: HTTP+S TCP  443, TCP  80;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;194.145.239.23 ;Any ;Always ;No-Shaping ;Default ;
313;Pass Client;Allow-ThalesAdmins-to-FTP-Server;;Ref: HTTPS , TCP  3306 MYSQL TCP  3306, TCP  443;Ref: h-192.54.144.229-gwinternet 192.54.144.229;Source: default Destination: default;Ref: h-194.145.239.69-Thales-FTP-Server 194.145.239.69;Any ;Always ;No-Shaping ;Default ;
314;Pass Client;Allow-Internet-to-Thales-FTP-Server;;FTP TCP  21;Ref: Internet 0.0.0.0/0, NOT 10.0.0.0/8, NOT 172.16.0.0/12, NOT 192.168.0.0/16;Source: default Destination: default;Ref: h-194.145.239.69-Thales-FTP-Server 194.145.239.69;Any ;Always ;No-Shaping ;1 No Scan ;
315;Pass Client;Allow-SAP-Router-to-Kontron-SAP-konsapde1;;SSH TCP  22;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.26.160-konsapde1.kontron.local 10.113.26.160;Any ;Always ;No-Shaping ;Default ;
316;Pass Client;Allow-SAP-Router-to-Kontron-SAP-konsapqe1;;SSH TCP  22;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.26.161-konsapqe1.kontron.local 10.113.26.161;Any ;Always ;No-Shaping ;Default ;
317;Pass Client;Allow-SAP-Router-to-Kontron-SAP-konsappe1;;SSH TCP  22;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.26.163-konsappe1.kontron.local 10.113.26.163;Any ;Always ;No-Shaping ;Default ;
318;Pass Client;Allow-SAP-Router-to-Kontron-SAP-konsaptsk;;Ref: Port-8000 , Ref: Port-3211 , Ref: Port-8011 TCP  3211, TCP  8000, TCP  8011;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.26.170-konsaptsk 10.113.26.170;Any ;Always ;No-Shaping ;Default ;
319;Pass Client;Allow-SAP-Router-to-Kontron-SAP-konsapqsk;;Ref: Port-8000 , Ref: Port-3221 , Ref: Port-8021 TCP  3221, TCP  8000, TCP  8021;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.26.171-konsapqsk 10.113.26.171;Any ;Always ;No-Shaping ;Default ;
320;Pass Client;Allow-SAP-Router-to-Kontron-SAP-konsappsk;;Ref: Port-8000 , Ref: Port-3301 , Ref: Port-8103 , Ref: Port-8001 TCP  3301, TCP  8000, TCP  8001, TCP  8103;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.26.172- konsappsk 10.113.26.172;Any ;Always ;No-Shaping ;Default ;
321;Pass Client;Allow-SAP-Router-to-Kontron-SAP-konsappbk;;Ref: Port-3285 , Ref: Port-8085 , Ref: Port-8285 , Ref: Port-44385 , Ref: SSH TCP  22, TCP  3285, TCP  44385, TCP  8085, TCP  8285;Ref: h-194.145.239.3-tha-as000339 194.145.239.3;Source: default Destination: default;Ref: h-10.113.26.173-konsappbk 10.113.26.173;Any ;Always ;No-Shaping ;Default ;
